benchmark,qubits,gates,mid_meas,run_id,rng_seed,status,time_seconds,note
rqc_q100_g100_m20.py,100,100,20,9,20340410,SUCCESS,22.722301,
rqc_q100_g100_m20.py,100,100,20,10,20340411,SUCCESS,11.531717,
rqc_q100_g100_m20.py,100,100,20,11,20340412,SUCCESS,5.672420,
rqc_q100_g100_m20.py,100,100,20,12,20340413,SUCCESS,5.757735,
rqc_q100_g100_m20.py,100,100,20,13,20340414,SUCCESS,1.074121,
rqc_q100_g100_m20.py,100,100,20,14,20340415,SUCCESS,15.876495,
rqc_q100_g100_m20.py,100,100,20,15,20340416,SUCCESS,6.383149,
rqc_q100_g100_m20.py,100,100,20,16,20340417,SUCCESS,5.850095,
rqc_q100_g100_m20.py,100,100,20,17,20340418,SUCCESS,1.091627,
rqc_q100_g100_m20.py,100,100,20,18,20340419,SUCCESS,0.775298,
rqc_q100_g100_m20.py,100,100,20,19,20340420,SUCCESS,15.921423,
rqc_q100_g100_m20.py,100,100,20,20,20340421,SUCCESS,5.924083,
rqc_q100_g100_m20.py,100,100,20,21,20340422,SUCCESS,1.126591,
rqc_q100_g100_m20.py,100,100,20,22,20340423,SUCCESS,1.136112,
rqc_q100_g100_m20.py,100,100,20,23,20340424,SUCCESS,5.887739,
rqc_q100_g100_m20.py,100,100,20,24,20340425,SUCCESS,9.824668,
rqc_q100_g100_m20.py,100,100,20,25,20340426,SUCCESS,0.770739,
rqc_q100_g100_m20.py,100,100,20,26,20340427,SUCCESS,5.784657,
rqc_q100_g100_m20.py,100,100,20,27,20340428,SUCCESS,5.995320,
rqc_q100_g100_m20.py,100,100,20,28,20340429,SUCCESS,1.138601,
rqc_q100_g100_m20.py,100,100,20,29,20340430,SUCCESS,14.120896,
rqc_q100_g100_m20.py,100,100,20,30,20340431,SUCCESS,0.777775,
rqc_q100_g100_m20.py,100,100,20,31,20340432,SUCCESS,1.092867,
rqc_q100_g100_m20.py,100,100,20,32,20340433,SUCCESS,18.110271,
rqc_q100_g100_m20.py,100,100,20,33,20340434,SUCCESS,1.001484,
rqc_q100_g100_m20.py,100,100,20,34,20340435,SUCCESS,11.420614,
rqc_q100_g100_m20.py,100,100,20,35,20340436,SUCCESS,16.039245,
rqc_q100_g100_m20.py,100,100,20,36,20340437,SUCCESS,12.493232,
rqc_q100_g100_m20.py,100,100,20,37,20340438,SUCCESS,1.170637,
rqc_q100_g100_m20.py,100,100,20,38,20340439,SUCCESS,0.782478,
rqc_q100_g100_m20.py,100,100,20,39,20340440,SUCCESS,1.144231,
rqc_q100_g100_m20.py,100,100,20,40,20340441,SUCCESS,9.827737,
rqc_q100_g100_m20.py,100,100,20,41,20340442,SUCCESS,1.016573,
rqc_q100_g100_m20.py,100,100,20,42,20340443,SUCCESS,0.776932,
rqc_q100_g100_m20.py,100,100,20,43,20340444,SUCCESS,0.766358,
rqc_q100_g100_m20.py,100,100,20,44,20340445,SUCCESS,5.954241,
rqc_q100_g100_m20.py,100,100,20,45,20340446,SUCCESS,0.993640,
rqc_q100_g100_m20.py,100,100,20,46,20340447,SUCCESS,5.427973,
rqc_q100_g100_m20.py,100,100,20,47,20340448,SUCCESS,0.997376,
rqc_q100_g100_m20.py,100,100,20,48,20340449,SUCCESS,1.020910,
rqc_q100_g100_m20.py,100,100,20,49,20340450,SUCCESS,1.003299,
rqc_q100_g100_m20.py,100,100,20,50,20340451,SUCCESS,0.784873,
rqc_q100_g200_m5.py,100,200,5,1,20440252,SUCCESS,2.178627,
rqc_q100_g200_m5.py,100,200,5,2,20440253,SUCCESS,5.691549,
rqc_q100_g200_m5.py,100,200,5,3,20440254,SUCCESS,5.611649,
rqc_q100_g200_m5.py,100,200,5,4,20440255,SUCCESS,5.599009,
rqc_q100_g200_m5.py,100,200,5,5,20440256,SUCCESS,2.148957,
rqc_q100_g200_m5.py,100,200,5,6,20440257,SUCCESS,2.158074,
rqc_q100_g200_m5.py,100,200,5,7,20440258,SUCCESS,7.202813,
rqc_q100_g200_m5.py,100,200,5,8,20440259,SUCCESS,2.158309,
rqc_q100_g200_m5.py,100,200,5,9,20440260,SUCCESS,5.787931,
rqc_q100_g200_m5.py,100,200,5,10,20440261,SUCCESS,5.563230,
rqc_q100_g200_m5.py,100,200,5,11,20440262,SUCCESS,6.540983,
rqc_q100_g200_m5.py,100,200,5,12,20440263,SUCCESS,5.772347,
rqc_q100_g200_m5.py,100,200,5,13,20440264,SUCCESS,2.503329,
rqc_q100_g200_m5.py,100,200,5,14,20440265,SUCCESS,6.612232,
